k_start,k_end,t_start_sec,alpha,lib_id
49,132,0.968594673112802,0.380323386669598,166
284,359,5.66406877029561,0.262073303463272,89
357,433,7.12089123363299,0.266665470852917,118
359,438,7.16823028146195,0.299066971406401,70
384,457,7.65487170900515,0.278966475908254,75
403,481,8.03503310381368,0.252342034791057,191
420,496,8.37882191112205,0.306686621390898,186
444,512,8.86293818455759,0.405135513497742,65
961,1044,19.2098413215834,0.358071829989588,149
1459,1525,29.1677457206673,0.232434314029047,111
1523,1619,30.4463324443832,0.176339129425402,93
1608,1684,32.1342250197636,0.328693508854357,206
1641,1744,32.7919590427365,0.396290196239529,35
1726,1794,34.4966492545226,0.414188807600595,92
1803,1878,36.0309443409895,0.427618243868992,89
2114,2186,42.2645507095248,0.150172997832906,58
2191,2270,43.7971338439174,0.400182442281278,128
2307,2501,46.1212000817536,0.262652646819614,53
2372,2438,47.4288789528774,0.182921067759668,30
2417,2507,48.3222788694861,0.152394499477815,55
2594,2659,51.855683235503,0.335120655972064,12
2676,2739,53.5012467771778,0.377675702478473,152
2718,2770,54.344598343031,0.39297160007068,33
2899,2963,57.9658506271024,0.356838664367422,48
3035,3111,60.6847780328766,0.385214501311002,238
3042,3122,60.8127194504286,0.268726577999882,107
3046,3127,60.8937303325226,0.301869052594737,162
3088,3164,61.7427861224535,0.417409138113252,206
3091,3168,61.7971058281857,0.410067293430443,135
3146,3224,62.9040767732777,0.197090409789944,41
3159,3226,63.1639163661574,0.270200534409957,4
3164,3253,63.2614344959058,0.32957325134988,94
3174,3263,63.4679251677489,0.399618423612117,94
3205,3277,64.0792721334964,0.434726015285159,39
3226,3299,64.5097883787391,0.216455521400834,87
3228,3304,64.5300717124279,0.290336503574066,200
3233,3302,64.6401388635901,0.26802051885264,178
3249,3330,64.9544721202072,0.268719667617922,184
3249,3337,64.9650345313795,0.294894862284399,155
3252,3341,65.0118925056506,0.419859039175654,94
3282,3363,65.6196255817787,0.42703199524762,217
3368,3447,67.3460478186161,0.368870582353931,128
3379,3456,67.56302366956,0.197595476878707,101
3382,3455,67.6187474279684,0.252789829113144,87
3383,3471,67.632114483089,0.41273513309051,147
3408,3472,68.1347695348081,0.213978287493155,239
3408,3491,68.1473591515652,0.196868785141658,174
3417,3481,68.3150473599222,0.438153222726024,48
3472,3544,69.4218059294344,0.194096524104159,14
3495,3570,69.8889204459513,0.180685823887883,158
3500,3585,69.9899729946199,0.334485996096185,215
