k,t,x,y,z
0,0,-887,-2476,-2600
1,0.019999999999996,-887,-2476,-2600
2,0.039999999999992,-887,-2477,-2599
3,0.0600000000000023,-887,-2478,-2599
4,0.0799999999999983,-886,-2478,-2600
5,0.0999999999999943,-885,-2478,-2600
6,0.11999999999999,-884,-2478,-2600
7,0.140000000000001,-883,-2477,-2601
8,0.159999999999997,-883,-2476,-2602
9,0.179999999999993,-883,-2476,-2601
10,0.200000000000003,-883,-2477,-2600
11,0.219999999999999,-885,-2478,-2599
12,0.239999999999995,-886,-2478,-2599
13,0.259999999999991,-887,-2478,-2599
14,0.280000000000001,-889,-2478,-2599
15,0.299999999999997,-889,-2478,-2600
16,0.319999999999993,-889,-2478,-2601
17,0.340000000000003,-889,-2477,-2602
18,0.359999999999999,-888,-2476,-2602
19,0.379999999999995,-888,-2476,-2602
20,0.399999999999991,-888,-2476,-2602
21,0.420000000000002,-888,-2476,-2602
22,0.439999999999998,-889,-2477,-2602
23,0.459999999999994,-890,-2478,-2602
24,0.480000000000004,-889,-2478,-2602
25,0.5,-888,-2478,-2602
26,0.519999999999996,-887,-2478,-2603
27,0.539999999999992,-886,-2477,-2603
28,0.560000000000002,-886,-2477,-2601
29,0.579999999999998,-886,-2478,-2601
30,0.599999999999994,-886,-2477,-2602
31,0.61999999999999,-886,-2476,-2602
32,0.640000000000001,-886,-2477,-2602
33,0.659999999999997,-886,-2478,-2602
34,0.679999999999993,-887,-2478,-2602
35,0.700000000000003,-888,-2478,-2602
36,0.719999999999999,-887,-2477,-2602
37,0.739999999999995,-886,-2476,-2602
38,0.759999999999991,-887,-2476,-2602
39,0.780000000000001,-887,-2476,-2603
40,0.799999999999997,-886,-2476,-2605
41,0.819999999999993,-887,-2477,-2606
42,0.840000000000003,-887,-2478,-2605
43,0.859999999999999,-887,-2478,-2604
44,0.879999999999995,-888,-2478,-2604
45,0.899999999999991,-887,-2478,-2604
46,0.920000000000002,-886,-2478,-2603
47,0.939999999999998,-886,-2478,-2603
48,0.959999999999994,-890.590252770161,-2481.50302889817,-2606.01216122242
49,0.980000000000004,-889.688635836813,-2480.50302889817,-2603.87119106241
50,1,-887.406695516795,-2479.50302889817,-2602.73022090241
51,1.02,-884.885401970117,-2478.1227055115,-2603.34989751574
52,1.03999999999999,-882.364108423439,-2478.74238212483,-2603.5892507424
53,1.06,-884.462491490091,-2478.98173535149,-2602.44828058239
54,1.08,-884.941197943412,-2477.84076519148,-2601.68763380905
55,1.09999999999999,-879.800227783403,-2477.08011841814,-2598.92698703571
56,1.11999999999999,-876.659257623395,-2475.93914825813,-2597.16634026237
57,1.14,-876.137964076716,-2475.03753132479,-2595.50407655568
58,1.16,-877.137964076716,-2472.47365068475,-2593.982783009
59,1.17999999999999,-877.137964076716,-2470.05074020472,-2591.46148946233
60,1.2,-876.757640690047,-2470.43106359139,-2590.70084268899
61,1.22,-877.518287463386,-2470.05074020472,-2592.841812849
62,1.23999999999999,-878.278934236725,-2468.52944665804,-2593.08116607566
63,1.25999999999999,-879.419904396734,-2466.00815311137,-2592.70084268899
64,1.28,-880.941197943412,-2464.24750633803,-2592.70084268899
65,1.3,-882.84281487676,-2462.86718295136,-2592.70084268899
66,1.31999999999999,-885.124755196778,-2460.72621279135,-2589.70084268899
67,1.34,-887.026372130126,-2461.34588940468,-2587.70084268899
68,1.36,-888.927989063474,-2461.72621279135,-2587.70084268899
69,1.38,-890.068959223483,-2460.72621279135,-2587.70084268899
70,1.39999999999999,-891.209929383491,-2461.10653617802,-2588.70084268899
71,1.42,-893.111546316839,-2462.24750633803,-2590.08116607566
72,1.44,-893.632839863518,-2463.00815311137,-2589.46148946233
73,1.45999999999999,-893.773810023527,-2463.38847649804,-2588.46148946233
74,1.48,-895.295103570205,-2464.52944665804,-2588.46148946233
75,1.5,-896.816397116883,-2465.67041681805,-2588.841812849
76,1.52,-897.957367276892,-2466.05074020472,-2589.60245962234
77,1.53999999999999,-899.098337436901,-2466.43106359139,-2590.36310639567
78,1.56,-898.478660823571,-2467.19171036473,-2592.12375316901
79,1.58,-898.478660823571,-2469.33268052474,-2593.88439994235
80,1.59999999999999,-899.098337436901,-2472.23429745809,-2594.02537010236
81,1.61999999999999,-899.478660823571,-2474.13591439144,-2595.30731042238
82,1.64,-900.23930759691,-2475.27688455145,-2596.06795719572
83,1.66,-900.23930759691,-2475.41785471145,-2596.5892507424
84,1.67999999999999,-900.23930759691,-2474.03753132479,-2596.34989751574
85,1.7,-899.478660823571,-2472.89656116478,-2595.82860396906
86,1.72,-899.23930759691,-2472.89656116478,-2599.11054428908
87,1.73999999999999,-899.23930759691,-2474.03753132479,-2600.63183783575
88,1.75999999999999,-898.478660823571,-2476.55882487146,-2599.11054428908
89,1.78,-898.85898421024,-2477.79817809812,-2599.11054428908
90,1.8,-899.478660823571,-2477.03753132479,-2599.25151444908
91,1.81999999999999,-899.85898421024,-2476.41785471145,-2599.63183783575
92,1.84,-900.23930759691,-2476.79817809812,-2601.01216122242
93,1.86,-901.619630983579,-2475.79817809812,-2601.39248460909
94,1.88,-903.999954370249,-2474.41785471145,-2601.77280799576
95,1.89999999999999,-904.999954370249,-2474.41785471145,-2602.5334547691
96,1.92,-904.999954370249,-2473.41785471145,-2603.29410154244
97,1.94,-904.999954370249,-2472.41785471145,-2605.05474831578
98,1.95999999999999,-903.999954370249,-2472.41785471145,-2605.43507170245
99,1.98,-902.999954370249,-2473.41785471145,-2604.81539508912
100,2,-902.999954370249,-2474.41785471145,-2605.19571847579
101,2.02,-902.999954370249,-2474.03753132479,-2605.19571847579
102,2.03999999999999,-902.380277756919,-2474.65720793812,-2605.57604186246
103,2.06,-901.760601143588,-2475.65720793812,-2606.95636524913
104,2.08,-901.760601143588,-2475.65720793812,-2607.3366886358
105,2.09999999999999,-903.760601143588,-2476.65720793812,-2605.3366886358
106,2.11999999999999,-905.760601143588,-2475.65720793812,-2603.95636524913
107,2.14,-904.999954370249,-2475.65720793812,-2611.95636524913
108,2.16,-899.478660823571,-2476.51623777811,-2610.43507170245
