k_start,k_end,t_start_sec,alpha,lib_id,lib_peak,target_peak,max_dev_after
15862,15939,317.22,0.37172126500715,66,102.257212948525,38.0111805533312,33.5037788201842
15605,15696,312.08,0.161933458355357,197,183.683824002006,29.7445568645815,26.4276804869019
15831,15934,316.6,0.0759877829775889,90,155.457235277101,11.8128506565323,32.471913606167
15714,15795,314.26,0.241320663057991,113,116.109010847565,28.019503484742,21.3502727008456
15863,15944,317.24,0.095377982429083,171,114.384964046854,10.9098070910121,42.251938249829
15579,15659,311.56,0.480027833945118,37,88.2423571761316,42.3587875774699,38.3814532097813
15871,15962,317.4,0.127901781629928,81,132.914294189903,16.9999750309729,44.5701564910223
15638,15802,312.74,0.242999710297883,20,182.703296084116,44.3968480189084,45.2135502550873
15764,15845,315.26,0.233207783102453,217,154.631675927023,36.0613103403581,45.9556936480995
15676,15775,313.5,0.10896541264366,146,183.357408358648,19.9796156630722,36.0094323524203
15584,15671,311.66,0.157168731673983,3,128.365017041248,20.1749669196823,44.1181239365615
15518,15596,310.34,0.136481716586849,214,132.383364513824,18.0679088363892,43.6699835642728
15484,15582,309.66,0.281031895371116,236,116.873346833228,32.8451381789078,38.6331310944737
15723,15814,314.44,0.190782694685896,170,207.114731489578,39.5139065827274,47.8490429191236
15778,15878,315.54,0.0951252348185398,203,248.944173661486,23.6808729762562,47.6951876974578
