k,t,x,y,z
0,0,-736,-2127,-1688
1,0.0200000000000102,-735,-2126,-1688
2,0.0400000000000205,-734,-2126,-1688
3,0.0600000000000023,-734,-2127,-1688
4,0.0800000000000125,-734,-2128,-1688
5,0.100000000000023,-734,-2128,-1688
6,0.120000000000005,-735,-2128,-1688
7,0.140000000000015,-735,-2129,-1687
8,0.159999999999997,-735,-2129,-1686
9,0.180000000000007,-736,-2128,-1686
10,0.200000000000017,-736,-2128,-1686
11,0.219999999999999,-737,-2128,-1686
12,0.240000000000009,-737,-2128,-1686
13,0.260000000000019,-737,-2128,-1687
14,0.280000000000001,-738,-2129,-1688
15,0.300000000000011,-738,-2130,-1687
16,0.320000000000022,-737,-2129,-1686
17,0.340000000000003,-736,-2129,-1686
18,0.360000000000014,-736,-2129,-1686
19,0.380000000000024,-735,-2128,-1687
20,0.400000000000006,-735,-2129,-1688
21,0.420000000000016,-736,-2131,-1688
22,0.439999999999998,-737,-2132,-1689
23,0.460000000000008,-738,-2132,-1689
24,0.480000000000018,-738,-2131,-1689
25,0.5,-737,-2130,-1689
26,0.52000000000001,-736,-2129,-1688
27,0.54000000000002,-735,-2128,-1687
28,0.560000000000002,-734,-2128,-1686
29,0.580000000000013,-734,-2128,-1686
30,0.600000000000023,-734,-2128,-1686
31,0.620000000000005,-735,-2128,-1687
32,0.640000000000015,-734,-2131,-1683
33,0.659999999999997,-734,-2134,-1680
34,0.680000000000007,-736,-2134,-1682
35,0.700000000000017,-733,-2134,-1686
36,0.719999999999999,-733,-2133,-1687
37,0.740000000000009,-735,-2131,-1683
38,0.760000000000019,-734,-2130,-1681
39,0.780000000000001,-734,-2130,-1681
40,0.800000000000011,-735,-2130,-1682
41,0.820000000000022,-736,-2129,-1682
42,0.840000000000003,-735,-2129,-1683
43,0.860000000000014,-734,-2130,-1685
44,0.880000000000024,-733.5,-2129.75,-1684.25
45,0.900000000000006,-733,-2129.5,-1683.5
46,0.920000000000016,-732.5,-2129.25,-1682.75
47,0.939999999999998,-732,-2129,-1682
48,0.960000000000008,-733,-2129,-1682
49,0.980000000000018,-734,-2130,-1682
50,1,-734,-2129,-1683
51,1.02000000000001,-735,-2129,-1684
52,1.04000000000002,-736,-2131,-1684
53,1.06,-735,-2131,-1684
54,1.08000000000001,-734,-2129,-1683
55,1.10000000000002,-734,-2128,-1682
56,1.12,-734,-2128,-1683
57,1.14000000000001,-734,-2128,-1684
58,1.16,-733,-2129,-1685
59,1.18000000000001,-732,-2130,-1686
60,1.20000000000002,-733,-2129,-1686
61,1.22,-734,-2128,-1686
62,1.24000000000001,-734,-2128,-1685
63,1.26000000000002,-735,-2128,-1684
64,1.28,-736,-2127,-1683
65,1.30000000000001,-737,-2126,-1682
66,1.32000000000002,-738,-2127,-1681
67,1.34,-737,-2128,-1680
68,1.36000000000001,-736,-2129,-1680
69,1.38000000000002,-736,-2130,-1680
70,1.40000000000001,-736,-2131,-1681
71,1.42000000000002,-736,-2131,-1683
72,1.44,-736,-2130,-1684
73,1.46000000000001,-736,-2130,-1683
74,1.48000000000002,-736,-2130,-1682
75,1.5,-736,-2130,-1682
76,1.52000000000001,-736,-2130,-1681
77,1.54000000000002,-736,-2130,-1680
78,1.56,-736,-2129,-1680
79,1.58000000000001,-736,-2128,-1681
80,1.60000000000002,-736,-2128,-1682
81,1.62,-736,-2128,-1682
82,1.64000000000001,-735,-2128,-1682
83,1.66,-734,-2128,-1682
84,1.68000000000001,-733,-2128,-1681
85,1.70000000000002,-732,-2128,-1680
86,1.72,-732,-2129,-1680
87,1.74000000000001,-733,-2129,-1680
88,1.76000000000002,-734,-2128,-1680
89,1.78,-735,-2129,-1681
90,1.80000000000001,-735,-2129,-1681
91,1.82000000000002,-734,-2128,-1681
92,1.84,-735,-2128,-1682
93,1.86000000000001,-736,-2128,-1681
94,1.88000000000002,-735,-2129,-1680
95,1.90000000000001,-735,-2130,-1681
96,1.92000000000002,-736,-2130,-1682
97,1.94,-734,-2128,-1682
98,1.96000000000001,-736,-2126,-1686
99,1.98000000000002,-736,-2130,-1684
100,2,-736,-2135,-1680
101,2.02000000000001,-738,-2132,-1682
102,2.04000000000002,-736,-2128,-1681
103,2.06,-737,-2128,-1680
104,2.08000000000001,-738,-2128,-1680
105,2.10000000000002,-738,-2128,-1680
106,2.12,-738,-2128,-1680
107,2.14000000000001,-737,-2128,-1680
108,2.16,-736,-2128,-1680
109,2.18000000000001,-736,-2128,-1680
110,2.20000000000002,-736,-2127,-1680
111,2.22,-736,-2127,-1680
112,2.24000000000001,-736,-2128,-1680
113,2.26000000000002,-736,-2128,-1680
114,2.28,-737,-2128,-1680
115,2.30000000000001,-737,-2128,-1679
116,2.32000000000002,-737,-2128,-1678
117,2.34,-737,-2129,-1678
118,2.36000000000001,-736,-2131,-1679
119,2.38000000000002,-736,-2131,-1680
120,2.40000000000001,-737,-2129,-1681
121,2.42000000000002,-737,-2128,-1681
122,2.44,-736,-2128,-1680
123,2.46000000000001,-736,-2128,-1680
124,2.48000000000002,-736,-2129,-1681
125,2.5,-736,-2130,-1681
126,2.52000000000001,-737,-2131,-1681
127,2.54000000000002,-738,-2131,-1681
128,2.56,-738,-2130,-1681
129,2.58000000000001,-737,-2130,-1682
130,2.60000000000002,-736,-2130,-1681
131,2.62,-736,-2130,-1680
132,2.64000000000001,-736,-2130,-1680
133,2.66,-737,-2129,-1680
134,2.68000000000001,-738,-2128,-1681
135,2.70000000000002,-737,-2128,-1682
136,2.72,-736,-2128,-1682
137,2.74000000000001,-736,-2129,-1682
138,2.76000000000002,-736,-2130,-1682
139,2.78,-736,-2129,-1681
140,2.80000000000001,-736,-2128,-1680
141,2.82000000000002,-736,-2129,-1680
142,2.84,-735,-2130,-1680
143,2.86000000000001,-740.214088752489,-2132.65488005287,-1679.98063137088
144,2.88000000000002,-740.01819683678,-2133.25282601073,-1679.38268541303
145,2.90000000000001,-738.224358963218,-2133.85077196858,-1680.78473945517
146,2.92000000000002,-736.131548110728,-2134.74769090536,-1680.88782051839
147,2.94,-732.739764279311,-2135.04666388429,-1680.28987456054
148,2.96000000000001,-729.646953426821,-2134.04666388429,-1679.69192860268
149,2.98000000000002,-728.853115553258,-2133.74769090536,-1678.09398264483
150,3,-726.760304700769,-2132.85077196858,-1676.7950096659
151,3.02000000000001,-725.265439806133,-2130.35590707395,-1676.49603668697
152,3.04000000000002,-726.368520869352,-2129.16001515824,-1676.19706370805
153,3.06,-725.47160193257,-2127.96412324253,-1676.19706370805
154,3.08000000000001,-723.873655974716,-2126.17028536897,-1676.19706370805
155,3.10000000000002,-723.873655974716,-2125.67542047433,-1676.19706370805
156,3.12,-723.47160193257,-2125.47952855862,-1677.49603668697
157,3.14000000000001,-723.368520869352,-2124.88158260077,-1677.7950096659
158,3.16,-726.162358742914,-2123.98466366399,-1677.69192860268
159,3.18000000000001,-729.65722363755,-2122.78877174828,-1678.58884753946
160,3.20000000000002,-731.255169595404,-2121.19082579042,-1677.88782051839
161,3.22,-732.451061511113,-2119.8918528115,-1677.18679349732
162,3.24000000000001,-733.347980447894,-2119.8918528115,-1678.48576647625
163,3.26000000000002,-733.945926405748,-2119.8918528115,-1679.78473945517
164,3.28,-734.543872363603,-2119.8918528115,-1680.0837124341
165,3.30000000000001,-735.141818321457,-2120.8918528115,-1680.68165839195
166,3.32000000000002,-731.739764279311,-2121.59287983257,-1681.98063137088
167,3.34,-734.636683216092,-2121.29390685364,-1683.27960434981
168,3.36000000000001,-736.234629173947,-2119.59287983257,-1683.57857732874
169,3.38000000000002,-736.533602152874,-2117.8918528115,-1682.17652328659
170,3.40000000000001,-739.430521089655,-2118.8918528115,-1682.07344222337
171,3.42000000000002,-737.028467047509,-2120.19082579042,-1683.3724152023
172,3.44,-736.028467047509,-2120.48979876935,-1684.3724152023
173,3.46000000000001,-738.327440026436,-2121.48979876935,-1683.3724152023
174,3.48000000000002,-739.626413005364,-2120.78877174828,-1685.3724152023
175,3.5,-738.224358963218,-2119.08774472721,-1685.67138818122
176,3.52000000000001,-738.822304921072,-2123.08774472721,-1684.26933413908
177,3.54000000000002,-739.121277899999,-2124.08774472721,-1686.56830711801
178,3.56,-739.420250878926,-2122.08774472721,-1686.56830711801
179,3.58000000000001,-739.719223857853,-2123.08774472721,-1686.26933413908
180,3.60000000000002,-740.719223857853,-2124.08774472721,-1685.97036116015
181,3.62,-741.420250878926,-2124.08774472721,-1685.97036116015
182,3.64000000000001,-741.420250878926,-2123.08774472721,-1685.97036116015
183,3.66,-741.719223857853,-2123.08774472721,-1684.97036116015
184,3.68000000000001,-740.719223857853,-2122.08774472721,-1684.26933413908
185,3.70000000000002,-739.719223857853,-2121.08774472721,-1684.56830711801
186,3.72,-740.01819683678,-2122.08774472721,-1684.56830711801
187,3.74000000000001,-740.01819683678,-2122.38671770613,-1685.86728009693
188,3.76000000000002,-739.01819683678,-2122.68569068506,-1687.16625307586
189,3.78,-738.719223857853,-2123.38671770613,-1686.86728009693
190,3.80000000000001,-738.420250878926,-2122.38671770613,-1686.16625307586
191,3.82000000000002,-738.420250878926,-2122.68569068506,-1685.16625307586
192,3.84,-738.420250878926,-2123.98466366399,-1683.16625307586
193,3.86000000000001,-739.01819683678,-2123.28363664291,-1682.76419903371
194,3.88000000000002,-739.317169815708,-2122.28363664291,-1682.16625307586
195,3.90000000000001,-738.01819683678,-2123.28363664291,-1681.56830711801
196,3.92000000000002,-739.317169815708,-2124.28363664291,-1682.56830711801
197,3.94,-739.317169815708,-2123.98466366399,-1683.86728009693
198,3.96000000000001,-739.01819683678,-2123.98466366399,-1685.16625307586
199,3.98000000000002,-740.01819683678,-2123.98466366399,-1684.16625307586
200,4,-740.969058377444,-2124.82982163015,-1686.35917664355
