k_start,k_end,t_start_sec,alpha,lib_id
48,130,0.94344416744688,0.390298898650122,98
330,402,6.58152374965898,0.37671761885546,150
350,430,6.98210018874818,0.308610771739671,115
373,446,7.43951325504524,0.407131818458287,87
375,454,7.47577565976795,0.365760336045604,216
407,601,8.12484165774251,0.246696772750611,53
420,505,8.37386765970331,0.376155438159499,142
445,528,8.87768339376398,0.337995758641479,163
481,534,9.59659615978747,0.322045560925371,125
518,613,10.3416882247123,0.178602699463972,157
548,638,10.9386110909184,0.392927241232947,95
552,637,11.0284776621365,0.434247805277938,215
575,648,11.4879131163436,0.284186744948976,87
589,653,11.7519657919197,0.418883575896864,17
606,663,12.1094811139263,0.199740572177377,222
721,785,14.3909207077185,0.170053072124312,48
749,851,14.965388950507,0.442775646073057,91
775,846,15.4825191351805,0.427232903539126,13
780,858,15.5846832963749,0.242125160315269,214
802,883,16.0233970400839,0.321205465494459,233
807,876,16.1221591308687,0.310934593193114,126
812,896,16.2122078702111,0.425310275325372,187
828,911,16.5476184974736,0.168457867912891,166
860,918,17.1846876909081,0.181861329489195,133
872,936,17.4288750709169,0.254691384768863,145
873,953,17.4445272837878,0.354842631671809,107
883,955,17.6397711310532,0.243226974306549,74
888,957,17.7442991656306,0.386055519932502,195
888,977,17.7485360853792,0.316420666250363,94
891,970,17.8023148082525,0.387903797713507,112
892,965,17.8206954465893,0.321517212092806,154
900,969,17.9861198892842,0.224979843573541,213
902,968,18.0259753532747,0.166833564289859,210
937,1002,18.7110390501986,0.185966377780417,54
943,1024,18.8430952139832,0.188760804416604,29
943,1008,18.8490838500239,0.378489518670748,114
946,1029,18.8921439478661,0.386008724503463,174
955,1021,19.0783353484767,0.316595934544943,143
979,1133,19.5549963382819,0.355188286782533,190
988,1055,19.7319600410653,0.358474573286639,138
989,1072,19.7570059426885,0.268788277985521,163
994,1055,19.8660801263444,0.312185013408362,182
1013,1071,20.2451472832507,0.290733187318547,127
1034,1111,20.6688030858995,0.432009797326538,135
1063,1154,21.2497708242954,0.34854534118601,170
1253,1332,25.049931007108,0.368794246485477,181
1422,1488,28.4103767464479,0.246967362791003,64
1566,1645,31.2998285163921,0.164796254297293,183
1898,2001,37.9376822212619,0.429784911342965,59
1922,2021,38.427929347142,0.265158053444656,146
1923,2003,38.4475758741407,0.227675254237057,26
1941,2013,38.8029387990827,0.442531411437434,74
1960,2021,39.1735143117828,0.315223782384597,225
1965,2028,39.2790302772702,0.191682347641359,129
1999,2064,39.9607514364392,0.371231463695284,100
2008,2080,40.1370037736274,0.201391365604689,19
2008,2085,40.1370385275104,0.329051215213066,132
2011,2084,40.204814260819,0.228619034608068,212
2013,2094,40.2484145719653,0.31342874987244,244
2034,2109,40.6511339552475,0.15836283813706,89
2073,2145,41.4358689107638,0.339081180780165,19
2112,2178,42.2113626365468,0.270103119938161,204
2138,2233,42.7470256499737,0.297720003995815,157
2143,2216,42.8367723560085,0.416207337654993,87
2178,2250,43.5389241894693,0.275759170826826,14
2339,2412,46.7575548190334,0.442579094023113,116
2560,2668,51.1840948399176,0.290180830213481,218
2585,2657,51.671930301254,0.178995482937795,74
2620,2814,52.386283826042,0.166608721985366,53
2640,2721,52.7786432902975,0.165735238914444,113
2656,2733,53.0908719285391,0.167460384793212,179
2680,2757,53.5806470378359,0.353183005830104,179
2681,2772,53.5925683842299,0.355828326741046,81
2701,2773,54.0085710384302,0.438254069576071,117
2705,2768,54.0899479433104,0.298972978927118,40
2715,2785,54.2772478101856,0.332596204967653,104
2788,2854,55.7371070962425,0.228909532670517,219
2818,2887,56.3309934352922,0.316471530518091,16
2824,2915,56.4607107630334,0.331024715359245,170
2889,2985,57.7698332186081,0.169476763995206,168
2963,3039,59.2336578599051,0.227540415598812,118
3033,3178,60.6332523106093,0.436273880328428,151
3131,3222,62.5902825138453,0.230228309235641,81
3143,3207,62.8424314570833,0.226922784445213,17
3144,3231,62.862714790772,0.396128568339759,207
3165,3232,63.2871151985514,0.280979798527958,31
3168,3247,63.3445355839948,0.372234695458637,181
3296,3394,65.8956667479041,0.330857540602221,236
3299,3366,65.9513905063125,0.303792231344682,138
3299,3368,65.9647575614331,0.41856527686747,126
3324,3395,66.4674126131523,0.229824578834051,86
3325,3390,66.4800022299093,0.245429419791834,12
3333,3409,66.6476904382663,0.190876546651994,200
3385,3458,67.671695593351,0.264888823506894,212
3389,3470,67.7544490077786,0.373075328040864,233
3412,3508,68.2215635242954,0.278996101708553,168
3417,3496,68.3226160729641,0.163039066962713,181
3499,3573,69.9553881195095,0.440975607955425,193
3765,3846,75.2780632554511,0.321161921118373,120
3963,4054,79.2394044379513,0.235065687323585,197
4077,4158,81.5106881620149,0.396677762706827,171
4176,4255,83.5014911007245,0.348543816052966,67
4212,4295,84.2254413028414,0.206999286072525,189
4236,4302,84.7095575762769,0.399735217546972,205
4429,4495,88.5561009455524,0.294376787197073,50
4436,4519,88.70596977338,0.283855397768157,189
4443,4507,88.8402117936287,0.250343338523617,202
4447,4534,88.9102655446917,0.254469259399016,207
4463,4533,89.244710267666,0.361865597324504,96
4524,4600,90.4627126190767,0.317913778939689,79
4603,4667,92.0383745954766,0.198184962850571,28
4610,4691,92.1863735724041,0.440871928267698,194
4986,5067,99.706490266084,0.189188363531589,120
5021,5079,100.408061086218,0.435491703183936,127
5029,5086,100.555841865901,0.354613492993113,222
5037,5110,100.719980192234,0.324086242721867,231
5084,5160,101.665840082494,0.422631958583942,1
5088,5156,101.747957435203,0.153999959641973,52
5117,5209,102.323531531357,0.408013464536114,103
5145,5237,102.889746303744,0.245371834054996,83
5161,5237,103.206761959409,0.2842722800562,79
5209,5290,104.168934625574,0.335370992933942,184
5231,5299,104.603944438114,0.252371180787413,52
5253,5334,105.037780974976,0.367975175399833,120
5372,5455,107.413847267196,0.331000200807956,224
5420,5482,108.376282650736,0.443835286671398,88
